"discharge_year","ppc_version","hospital_name","pfi","ppc_group_number","ppc_group_name","observed_rate_per_10_000_at_risk_discharges","risk_adjusted_rate_per_10_000_at_risk_discharges","significance"
"2021","38.0","John R. Oishei Children's Hospital","208","7","Obstetrical Complications","123.13860252004582","123.54349919629311","Similar"
"2021","38.0","John R. Oishei Children's Hospital","208","8","Other Medical and Surgical Complications","11.43603986276752","35.42582233504388","Below"
"2021","38.0","John T Mather Memorial Hospital of Port Jefferson New York Inc","895","1","Extreme Complications","74.90636704119851","78.84828768571221","Similar"
"2021","38.0","John T Mather Memorial Hospital of Port Jefferson New York Inc","895","2","Cardiovascular-Respiratory Complications","148.04425744117188","141.18495264884777","Similar"
"2021","38.0","John T Mather Memorial Hospital of Port Jefferson New York Inc","895","3","Gastrointestinal Complications","37.05287159754881","30.398081129204073","Similar"
"2021","38.0","John T Mather Memorial Hospital of Port Jefferson New York Inc","895","4","Perioperative Complications","45.75556893437688","44.245818916167906","Similar"
"2021","38.0","John T Mather Memorial Hospital of Port Jefferson New York Inc","895","5","Infectious Complications","108.31381733021077","105.20152172172386","Similar"
"2021","38.0","John T Mather Memorial Hospital of Port Jefferson New York Inc","895","6","Malfunctions, Reactions, etc.","23.21452956438618","20.56190508023757","Below"
"2021","38.0","John T Mather Memorial Hospital of Port Jefferson New York Inc","895","8","Other Medical and Surgical Complications","178.10299599613418","174.12483883327644","Similar"
"2021","38.0","Kingsbrook Jewish Medical Center","1315","1","Extreme Complications","62.31671554252199","147.71292700105724","Above"
"2021","38.0","Kingsbrook Jewish Medical Center","1315","2","Cardiovascular-Respiratory Complications","98.93733968486625","205.42070414881906","Similar"
"2021","38.0","Kingsbrook Jewish Medical Center","1315","3","Gastrointestinal Complications","12.857602057216328","22.488959469927284","Similar"
"2021","38.0","Kingsbrook Jewish Medical Center","1315","4","Perioperative Complications","5.945303210463734","24.26549542901816","Similar"
"2021","38.0","Kingsbrook Jewish Medical Center","1315","5","Infectious Complications","81.0898475510866","76.13057104284194","Similar"
"2021","38.0","Kingsbrook Jewish Medical Center","1315","6","Malfunctions, Reactions, etc.","19.16320664324497","26.23680079521401","Similar"
"2021","38.0","Kingsbrook Jewish Medical Center","1315","8","Other Medical and Surgical Complications","64.08202499198974","96.51505787233715","Below"
"2021","38.0","Lenox Hill Hospital","1450","1","Extreme Complications","86.25292643857559","89.38830086136242","Similar"
"2021","38.0","Lenox Hill Hospital","1450","2","Cardiovascular-Respiratory Complications","128.01514777311272","136.50471623227523","Similar"
"2021","38.0","Lenox Hill Hospital","1450","3","Gastrointestinal Complications","28.10322989233692","31.68971918071557","Similar"
"2021","38.0","Lenox Hill Hospital","1450","4","Perioperative Complications","108.75210019856424","59.418180540514086","Above"
"2021","38.0","Lenox Hill Hospital","1450","5","Infectious Complications","83.27994875080076","107.89384825114162","Similar"
"2021","38.0","Lenox Hill Hospital","1450","6","Malfunctions, Reactions, etc.","40.909090909090914","41.964967160427086","Similar"
"2021","38.0","Lenox Hill Hospital","1450","7","Obstetrical Complications","90.57527539779682","98.2666228955464","Similar"
"2021","38.0","Lenox Hill Hospital","1450","8","Other Medical and Surgical Complications","154.63313678784803","159.25704341946755","Similar"
"2021","38.0","Lincoln Medical & Mental Health Center","1172","1","Extreme Complications","98.09531594866345","136.58483884311997","Above"
"2021","38.0","Lincoln Medical & Mental Health Center","1172","2","Cardiovascular-Respiratory Complications","58.21580846179075","83.58914404241983","Below"
"2021","38.0","Lincoln Medical & Mental Health Center","1172","3","Gastrointestinal Complications","26.575550493545936","34.60756599672562","Similar"
"2021","38.0","Lincoln Medical & Mental Health Center","1172","4","Perioperative Complications","15.460217547346916","29.4278932562469","Similar"
"2021","38.0","Lincoln Medical & Mental Health Center","1172","5","Infectious Complications","75.37688442211055","91.70227051025024","Similar"
"2021","38.0","Lincoln Medical & Mental Health Center","1172","6","Malfunctions, Reactions, etc.","17.86205001374004","23.510424108239945","Below"
"2021","38.0","Lincoln Medical & Mental Health Center","1172","7","Obstetrical Complications","34.91620111731844","30.040335269339042","Below"
"2021","38.0","Lincoln Medical & Mental Health Center","1172","8","Other Medical and Surgical Complications","40.62976130015236","50.97821816304562","Below"
"2021","38.0","Long Island Community Hospital","885","1","Extreme Complications","113.24639670555936","92.64933266242326","Similar"
"2021","38.0","Long Island Community Hospital","885","2","Cardiovascular-Respiratory Complications","185.84825234441604","159.841819935749","Similar"
"2021","38.0","Long Island Community Hospital","885","3","Gastrointestinal Complications","81.81818181818183","57.26532025640266","Above"
"2021","38.0","Long Island Community Hospital","885","4","Perioperative Complications","15.077271013946476","23.780638189982923","Similar"
"2021","38.0","Long Island Community Hospital","885","5","Infectious Complications","130.96949369110365","104.33633247545015","Similar"
"2021","38.0","Long Island Community Hospital","885","6","Malfunctions, Reactions, etc.","57.98394290811775","40.70268006286639","Similar"
"2021","38.0","Long Island Community Hospital","885","8","Other Medical and Surgical Complications","191.15890083632019","154.1550680654673","Similar"
"2021","38.0","Long Island Jewish Forest Hills","1638","1","Extreme Complications","55.035241865405034","99.30890780194986","Similar"
"2021","38.0","Long Island Jewish Forest Hills","1638","2","Cardiovascular-Respiratory Complications","90.66358024691358","142.546572381177","Similar"
"2021","38.0","Long Island Jewish Forest Hills","1638","3","Gastrointestinal Complications","34.90096850187593","46.50447893690445","Similar"
"2021","38.0","Long Island Jewish Forest Hills","1638","4","Perioperative Complications","14.249847323064397","25.942330958470304","Similar"
"2021","38.0","Long Island Jewish Forest Hills","1638","5","Infectious Complications","94.50945094509451","120.55618170670964","Similar"
"2021","38.0","Long Island Jewish Forest Hills","1638","6","Malfunctions, Reactions, etc.","29.88898377455166","38.00459119494039","Similar"
"2021","38.0","Long Island Jewish Forest Hills","1638","7","Obstetrical Complications","57.59162303664921","60.488371714752276","Below"
"2021","38.0","Long Island Jewish Forest Hills","1638","8","Other Medical and Surgical Complications","126.78971882007934","181.73601547725943","Above"
"2021","38.0","Long Island Jewish Medical Center","1630","1","Extreme Complications","67.07372093722742","113.01931073530014","Above"
"2021","38.0","Long Island Jewish Medical Center","1630","2","Cardiovascular-Respiratory Complications","107.64651050906576","157.54392275996443","Similar"
"2021","38.0","Long Island Jewish Medical Center","1630","3","Gastrointestinal Complications","34.68599306280139","47.47408565797519","Above"
"2021","38.0","Long Island Jewish Medical Center","1630","4","Perioperative Complications","57.30309680565716","51.741484980776846","Above"
"2021","38.0","Long Island Jewish Medical Center","1630","5","Infectious Complications","100.45274476513865","135.7329517156618","Above"
"2021","38.0","Long Island Jewish Medical Center","1630","6","Malfunctions, Reactions, etc.","36.34517223870226","45.927556417415495","Above"
"2021","38.0","Long Island Jewish Medical Center","1630","7","Obstetrical Complications","122.03209974797718","119.10415367153499","Similar"
"2021","38.0","Long Island Jewish Medical Center","1630","8","Other Medical and Surgical Complications","154.68053902985693","210.74286529182174","Above"
"2021","38.0","Long Island Jewish Valley Stream","518","1","Extreme Complications","77.2462393278222","100.58191118207857","Similar"
"2021","38.0","Long Island Jewish Valley Stream","518","2","Cardiovascular-Respiratory Complications","105.57661072008662","121.58985396803342","Similar"
"2021","38.0","Long Island Jewish Valley Stream","518","3","Gastrointestinal Complications","35.38311371400683","39.089541677326615","Similar"
"2021","38.0","Long Island Jewish Valley Stream","518","4","Perioperative Complications","24.03320952589032","48.705757960273274","Similar"
"2021","38.0","Long Island Jewish Valley Stream","518","5","Infectious Complications","107.54032762285858","106.99853679568406","Similar"
"2021","38.0","Long Island Jewish Valley Stream","518","6","Malfunctions, Reactions, etc.","35.04108264862253","34.49990075693278","Similar"
"2021","38.0","Long Island Jewish Valley Stream","518","8","Other Medical and Surgical Complications","148.94647614434487","165.04235685494015","Similar"
"2021","38.0","Maimonides Medical Center","1305","1","Extreme Complications","101.02329632048769","91.25128269243875","Similar"
"2021","38.0","Maimonides Medical Center","1305","2","Cardiovascular-Respiratory Complications","135.10539981516524","146.30799387155068","Similar"
"2021","38.0","Maimonides Medical Center","1305","3","Gastrointestinal Complications","27.727939977165228","27.109961374633382","Below"
"2021","38.0","Maimonides Medical Center","1305","4","Perioperative Complications","26.509975403115607","28.7984720722738","Below"
"2021","38.0","Maimonides Medical Center","1305","5","Infectious Complications","117.14836223506744","129.1694913262988","Above"
"2021","38.0","Maimonides Medical Center","1305","6","Malfunctions, Reactions, etc.","33.47402124872653","37.09634395310291","Similar"
"2021","38.0","Maimonides Medical Center","1305","7","Obstetrical Complications","49.405589007256445","66.54221619846639","Below"
"2021","38.0","Maimonides Medical Center","1305","8","Other Medical and Surgical Complications","121.63642052565707","135.4841124732034","Similar"
"2021","38.0","Mary Imogene Bassett Hospital","746","1","Extreme Complications","113.19673305631179","84.54011464472627","Similar"
"2021","38.0","Mary Imogene Bassett Hospital","746","2","Cardiovascular-Respiratory Complications","181.97449491331136","139.7972202065607","Similar"
"2021","38.0","Mary Imogene Bassett Hospital","746","3","Gastrointestinal Complications","34.35481654527965","28.150321429399217","Similar"
"2021","38.0","Mary Imogene Bassett Hospital","746","4","Perioperative Complications","75.71881714928885","53.42613299971271","Above"
"2021","38.0","Mary Imogene Bassett Hospital","746","5","Infectious Complications","88.59357696566998","75.9119090239974","Below"
"2021","38.0","Mary Imogene Bassett Hospital","746","6","Malfunctions, Reactions, etc.","51.669316375198726","43.760082478731626","Similar"
"2021","38.0","Mary Imogene Bassett Hospital","746","7","Obstetrical Complications","48.35589941972921","54.73295159970046","Similar"
"2021","38.0","Mary Imogene Bassett Hospital","746","8","Other Medical and Surgical Complications","147.61646803900325","118.30614709817776","Below"
"2021","38.0","Massena Hospital","804","1","Extreme Complications","21.71552660152009","70.29408548499757","Similar"
"2021","38.0","Massena Hospital","804","2","Cardiovascular-Respiratory Complications","86.6738894907909","217.60535822250907","Similar"
"2021","38.0","Massena Hospital","804","3","Gastrointestinal Complications","42.82655246252677","105.06045675575398","Above"
"2021","38.0","Massena Hospital","804","4","Perioperative Complications","0","0","Below"
"2021","38.0","Massena Hospital","804","5","Infectious Complications","23.501762632197416","43.6638797433805","Similar"
"2021","38.0","Massena Hospital","804","6","Malfunctions, Reactions, etc.","53.475935828877","91.45291960713496","Above"
"2021","38.0","Massena Hospital","804","8","Other Medical and Surgical Complications","53.533190578158454","90.26887702485789","Similar"
"2021","38.0","Memorial Hospital for Cancer and Allied Diseases","1453","1","Extreme Complications","92.85251565536602","97.69415965848046","Similar"
"2021","38.0","Memorial Hospital for Cancer and Allied Diseases","1453","2","Cardiovascular-Respiratory Complications","196.9796454366382","136.32967981831985","Similar"
